fixed,fixed_value,variable,in_a,agg,model,theta
"[name, pubkey]","[""Sihem Amer-Yahia"", "" conf/sigmod""]",[year],pubcount,sum,const,0.962565773247296
"[name, pubkey]","[""Sihem Amer-Yahia"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Sourav S. Bhowmick"", "" conf/icde""]",[year],pubcount,sum,const,0.930627225044365
"[name, pubkey]","[""Sourav S. Bhowmick"", "" conf/sigmod""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Sridhar Mahadevan"", "" conf/aaai""]",[year],pubcount,sum,const,0.982175450874206
"[name, pubkey]","[""Sridhar Mahadevan"", "" conf/icml""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Sridhar Mahadevan"", "" conf/ijcai""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Sridhar Mahadevan"", "" conf/nips""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Srinivasan Parthasarathy"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Srinivasan Parthasarathy"", "" conf/kdd""]",[year],pubcount,sum,const,0.986659104511567
"[name, pubkey]","[""Srinivasan Parthasarathy"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Srinivasan Parthasarathy"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Srinivasan Parthasarathy"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Stanley B. Zdonik"", "" conf/icde""]",[year],pubcount,sum,const,0.978679048009432
"[name, pubkey]","[""Stanley B. Zdonik"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Stanley B. Zdonik"", "" conf/vldb""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Stanley B. Zdonik"", "" journals/pvldb""]",[year],pubcount,sum,const,0.801251956901201
"[name, pubkey]","[""Stavros Harizopoulos"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Stavros Harizopoulos"", "" conf/vldb""]",[year],pubcount,sum,linear,0.785714285714237
"[name, pubkey]","[""Stavros Harizopoulos"", "" conf/vldb""]",[year],pubcount,sum,const,0.818730753077982
"[name, pubkey]","[""Stavros Harizopoulos"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Stefan Manegold"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Stefan Manegold"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Stefan Manegold"", "" journals/pvldb""]",[year],pubcount,sum,linear,0.806201550387617
"[name, pubkey]","[""Stefan Manegold"", "" journals/pvldb""]",[year],pubcount,sum,const,0.945022758337587
"[name, pubkey]","[""Steven C. H. Hoi"", "" conf/aaai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Steven C. H. Hoi"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Steven C. H. Hoi"", "" conf/icml""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Steven C. H. Hoi"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Subbarao Kambhampati"", "" conf/aaai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Subbarao Kambhampati"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Sudipto Guha"", "" conf/pods""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Sudipto Guha"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Suman Nath"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Suman Nath"", "" conf/sigmod""]",[year],pubcount,sum,const,0.90979598956895
"[name, pubkey]","[""Suman Nath"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Sunil Prabhakar"", "" conf/icde""]",[year],pubcount,sum,const,0.993347785752577
"[name, pubkey]","[""Sunita Sarawagi"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Sunita Sarawagi"", "" conf/nips""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Sunita Sarawagi"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Sunita Sarawagi"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Sunita Sarawagi"", "" journals/pvldb""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Surajit Chaudhuri"", "" conf/icde""]",[year],pubcount,sum,const,0.855337379347026
"[name, pubkey]","[""Surajit Chaudhuri"", "" journals/pvldb""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Susan B. Davidson"", "" conf/icde""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Susan B. Davidson"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Susan B. Davidson"", "" conf/vldb""]",[year],pubcount,sum,linear,0.785714285714383
"[name, pubkey]","[""Susan B. Davidson"", "" conf/vldb""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Sven Koenig"", "" conf/aaai""]",[year],pubcount,sum,const,0.816757020508314
"[name, pubkey]","[""Tao Li"", "" conf/aaai""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Tao Li"", "" conf/kdd""]",[year],pubcount,sum,linear,0.760765550239207
"[name, pubkey]","[""Tao Li"", "" conf/kdd""]",[year],pubcount,sum,const,0.962565773247296
"[name, pubkey]","[""Theodore Johnson"", "" conf/icde""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Theodore Johnson"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Theodore Johnson"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Thomas Eiter"", "" conf/aaai""]",[year],pubcount,sum,const,0.962565773247296
"[name, pubkey]","[""Thomas G. Dietterich"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Thomas L. Griffiths"", "" conf/aaai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Thomas Neumann 0001"", "" conf/icde""]",[year],pubcount,sum,const,0.930627225044365
"[name, pubkey]","[""Thomas Neumann 0001"", "" conf/sigmod""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Thomas Neumann 0001"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Thomas Neumann 0001"", "" journals/pvldb""]",[year],pubcount,sum,const,0.982175450874206
"[name, pubkey]","[""Thomas Seidl"", "" conf/icde""]",[year],pubcount,sum,const,0.776495071123323
"[name, pubkey]","[""Thomas Seidl"", "" conf/kdd""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Thomas Seidl"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Thomas Seidl"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Thorsten Joachims"", "" conf/icml""]",[year],pubcount,sum,const,0.962565773247296
"[name, pubkey]","[""Thorsten Joachims"", "" conf/kdd""]",[year],pubcount,sum,linear,0.850241545893727
"[name, pubkey]","[""Thorsten Joachims"", "" conf/kdd""]",[year],pubcount,sum,const,0.930627225044365
"[name, pubkey]","[""Tie-Yan Liu"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tie-Yan Liu"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tie-Yan Liu"", "" conf/nips""]",[year],pubcount,sum,const,0.881014842513785
"[name, pubkey]","[""Tim Kraska"", "" journals/pvldb""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Tingjian Ge"", "" conf/icde""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Tingjian Ge"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tingjian Ge"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tobias Scheffer"", "" conf/icml""]",[year],pubcount,sum,const,0.84914503608461
"[name, pubkey]","[""Tobias Scheffer"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tobias Scheffer"", "" conf/nips""]",[year],pubcount,sum,const,0.881014842513785
"[name, pubkey]","[""Tok Wang Ling"", "" conf/icde""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Tok Wang Ling"", "" conf/sigmod""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Tok Wang Ling"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tommi Jaakkola"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tommi Jaakkola"", "" conf/nips""]",[year],pubcount,sum,const,0.75583278909832
"[name, pubkey]","[""Tomoharu Iwata"", "" conf/aaai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tomoharu Iwata"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tomoharu Iwata"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tomoharu Iwata"", "" conf/nips""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tong Zhang 0001"", "" conf/icml""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Tong Zhang 0001"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tong Zhang 0001"", "" conf/nips""]",[year],pubcount,sum,const,0.959840368730102
"[name, pubkey]","[""Tony Jebara"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tony Jebara"", "" conf/nips""]",[year],pubcount,sum,const,0.930627225044365
"[name, pubkey]","[""Torsten Grust"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Torsten Grust"", "" conf/sigmod""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Torsten Grust"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Torsten Grust"", "" journals/pvldb""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Tova Milo"", "" conf/pods""]",[year],pubcount,sum,const,0.801358922207691
"[name, pubkey]","[""Tova Milo"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tova Milo"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tova Milo"", "" journals/pvldb""]",[year],pubcount,sum,const,0.982175450874206
"[name, pubkey]","[""Tova Milo"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Tran Cao Son"", "" conf/aaai""]",[year],pubcount,sum,const,0.816757020508314
"[name, pubkey]","[""Trevor Darrell"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Trevor Darrell"", "" conf/nips""]",[year],pubcount,sum,const,0.801358922207691
"[name, pubkey]","[""Ugur +\\xe7etintemel"", "" conf/icde""]",[year],pubcount,sum,const,0.986659104511567
"[name, pubkey]","[""Ugur +\\xe7etintemel"", "" conf/sigmod""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Ugur +\\xe7etintemel"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Ugur +\\xe7etintemel"", "" journals/pvldb""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Umeshwar Dayal"", "" conf/sigmod""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Utkarsh Srivastava"", "" conf/pods""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Utkarsh Srivastava"", "" conf/sigmod""]",[year],pubcount,sum,linear,0.928571428571437
"[name, pubkey]","[""Utkarsh Srivastava"", "" conf/sigmod""]",[year],pubcount,sum,const,0.818730753077982
"[name, pubkey]","[""Utkarsh Srivastava"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""V. S. Subrahmanian"", "" conf/aaai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""V. S. Subrahmanian"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""V. S. Subrahmanian"", "" conf/ijcai""]",[year],pubcount,sum,linear,0.928571428571412
"[name, pubkey]","[""Vanja Josifovski"", "" conf/pods""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vanja Josifovski"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vanja Josifovski"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vassilis J. Tsotras"", "" conf/vldb""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Vassilis J. Tsotras"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Venkatesh Ganti"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Venkatesh Ganti"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Venkatesh Ganti"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Venkatesh Ganti"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vibhor Rastogi"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vibhor Rastogi"", "" conf/pods""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vibhor Rastogi"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vijayshankar Raman"", "" conf/vldb""]",[year],pubcount,sum,const,0.881014842513785
"[name, pubkey]","[""Vikas Sindhwani"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vikas Sindhwani"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vinayak R. Borkar"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vinayak R. Borkar"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vinayak R. Borkar"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vinayak R. Borkar"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vincent Conitzer"", "" conf/aaai""]",[year],pubcount,sum,const,0.945496078591987
"[name, pubkey]","[""Vipin Kumar"", "" conf/aaai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Vivek R. Narasayya"", "" conf/icde""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Volker Markl"", "" conf/icde""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Volker Markl"", "" conf/sigmod""]",[year],pubcount,sum,const,0.981047515705364
"[name, pubkey]","[""Volker Markl"", "" journals/pvldb""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Volker Markl"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Walid G. Aref"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Walid G. Aref"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Walid G. Aref"", "" journals/vldb""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Wang Chiew Tan"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wang Chiew Tan"", "" conf/pods""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wang Chiew Tan"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wang Chiew Tan"", "" journals/pvldb""]",[year],pubcount,sum,const,0.818730753077982
"[name, pubkey]","[""Wang Chiew Tan"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wang-Chien Lee"", "" conf/icde""]",[year],pubcount,sum,const,0.84914503608461
"[name, pubkey]","[""Wang-Chien Lee"", "" conf/kdd""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Wang-Chien Lee"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wei Fan"", "" conf/aaai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wei Fan"", "" conf/kdd""]",[year],pubcount,sum,const,0.985612322033029
"[name, pubkey]","[""Wei Fan"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wei Liu"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wei Liu"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wei Liu"", "" conf/kdd""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Wei Wang 0010"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wei Wang 0010"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wei Wang 0011"", "" conf/icde""]",[year],pubcount,sum,const,0.914033050101054
"[name, pubkey]","[""Wei Wang 0011"", "" conf/sigmod""]",[year],pubcount,sum,const,0.982175450874206
"[name, pubkey]","[""Wei Wang 0011"", "" journals/vldb""]",[year],pubcount,sum,const,1
[name],"[""Christian S. Jensen""]",[year],pubcount,sum,const,0.986381330103463
"[name, pubkey]","[""Weiyi Meng"", "" conf/icde""]",[year],pubcount,sum,const,0.930627225044365
"[name, pubkey]","[""Weiyi Meng"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Weiyi Meng"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wenfei Fan"", "" conf/icde""]",[year],pubcount,sum,const,0.801358922207691
"[name, pubkey]","[""Wenfei Fan"", "" conf/pods""]",[year],pubcount,sum,const,0.993347785752577
"[name, pubkey]","[""Wenfei Fan"", "" conf/sigmod""]",[year],pubcount,sum,const,0.930627225044365
"[name, pubkey]","[""Wenfei Fan"", "" conf/vldb""]",[year],pubcount,sum,const,0.953642173096255
"[name, pubkey]","[""Wenfei Fan"", "" journals/pvldb""]",[year],pubcount,sum,const,0.84914503608461
"[name, pubkey]","[""Wenfei Fan"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wenjie Zhang"", "" conf/icde""]",[year],pubcount,sum,const,0.84914503608461
"[name, pubkey]","[""Wenjie Zhang"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wenjie Zhang"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""William C. Regli"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wolfgang Lehner"", "" conf/vldb""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Wolfgang Lehner"", "" journals/pvldb""]",[year],pubcount,sum,const,0.818730753077982
"[name, pubkey]","[""Wook-Shin Han"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wook-Shin Han"", "" conf/sigmod""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Wook-Shin Han"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wook-Shin Han"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Wynne Hsu"", "" conf/icde""]",[year],pubcount,sum,const,0.990926897805081
"[name, pubkey]","[""Wynne Hsu"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiang Lian"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiang Lian"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiang Lian"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiang Lian"", "" journals/vldb""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Xiaofang Zhou"", "" conf/aaai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiaofang Zhou"", "" conf/icde""]",[year],pubcount,sum,const,0.801358922207691
"[name, pubkey]","[""Xiaofang Zhou"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiaofang Zhou"", "" conf/sigmod""]",[year],pubcount,sum,const,0.801358922207691
"[name, pubkey]","[""Xiaofang Zhou"", "" journals/vldb""]",[year],pubcount,sum,const,0.930627225044365
"[name, pubkey]","[""Xiaofei He"", "" conf/ijcai""]",[year],pubcount,sum,linear,0.928571428571461
"[name, pubkey]","[""Xiaofei He"", "" conf/nips""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiaojin Zhu"", "" conf/aaai""]",[year],pubcount,sum,linear,0.884615384615358
"[name, pubkey]","[""Xiaojin Zhu"", "" conf/aaai""]",[year],pubcount,sum,const,0.818730753077982
"[name, pubkey]","[""Xiaojin Zhu"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiaojin Zhu"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiaojin Zhu"", "" conf/nips""]",[year],pubcount,sum,const,0.818730753077982
"[name, pubkey]","[""Xiaokui Xiao"", "" conf/icde""]",[year],pubcount,sum,const,0.981047515705364
"[name, pubkey]","[""Xiaokui Xiao"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiaokui Xiao"", "" conf/sigmod""]",[year],pubcount,sum,const,0.801358922207691
"[name, pubkey]","[""Xiaokui Xiao"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiaokui Xiao"", "" journals/pvldb""]",[year],pubcount,sum,linear,0.785714285714286
"[name, pubkey]","[""Xiaokui Xiao"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiaolei Li"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiaolei Li"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xiaolei Li"", "" conf/vldb""]",[year],pubcount,sum,linear,0.928571428571396
"[name, pubkey]","[""Xifeng Yan"", "" conf/icde""]",[year],pubcount,sum,const,0.986659104511567
"[name, pubkey]","[""Xifeng Yan"", "" conf/kdd""]",[year],pubcount,sum,const,0.981047515705364
"[name, pubkey]","[""Xifeng Yan"", "" conf/sigmod""]",[year],pubcount,sum,const,0.976884712247367
"[name, pubkey]","[""Xifeng Yan"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xifeng Yan"", "" journals/pvldb""]",[year],pubcount,sum,const,0.930627225044365
"[name, pubkey]","[""Xin Luna Dong"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xin Luna Dong"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xin Luna Dong"", "" journals/pvldb""]",[year],pubcount,sum,linear,0.928571428571429
"[name, pubkey]","[""Xindong Wu"", "" conf/aaai""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Xindong Wu"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xindong Wu"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xindong Wu"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xingquan Zhu"", "" conf/ijcai""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xingquan Zhu"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Xuemin Lin"", "" conf/sigmod""]",[year],pubcount,sum,const,0.85711248909197
"[name, pubkey]","[""Xuemin Lin"", "" journals/vldb""]",[year],pubcount,sum,const,0.962565773247296
"[name, pubkey]","[""Yan Liu 0002"", "" conf/icml""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yanlei Diao"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yanlei Diao"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yanlei Diao"", "" journals/pvldb""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Yann LeCun"", "" conf/icml""]",[year],pubcount,sum,const,0.881014842513785
"[name, pubkey]","[""Yann LeCun"", "" conf/nips""]",[year],pubcount,sum,linear,0.78571428571431
"[name, pubkey]","[""Yann LeCun"", "" conf/nips""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yannis E. Ioannidis"", "" conf/icde""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Yannis E. Ioannidis"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yannis E. Ioannidis"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yannis Kotidis"", "" conf/icde""]",[year],pubcount,sum,const,0.945022758337587
"[name, pubkey]","[""Yannis Kotidis"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yannis Kotidis"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yannis Kotidis"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yannis Papakonstantinou"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yannis Sismanis"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yannis Sismanis"", "" conf/sigmod""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yannis Sismanis"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yannis Velegrakis"", "" conf/icde""]",[year],pubcount,sum,const,0.896432373341911
"[name, pubkey]","[""Yannis Velegrakis"", "" conf/sigmod""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yee Whye Teh"", "" conf/icml""]",[year],pubcount,sum,const,0.982175450874206
"[name, pubkey]","[""Yehoshua Sagiv"", "" conf/pods""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yehoshua Sagiv"", "" conf/sigmod""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yehoshua Sagiv"", "" conf/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yehoshua Sagiv"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yi Chen 0001"", "" conf/icde""]",[year],pubcount,sum,const,0.962565773247296
"[name, pubkey]","[""Yi Chen 0001"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yi Chen 0001"", "" conf/sigmod""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yi Chen 0001"", "" journals/pvldb""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yin Yang"", "" conf/icde""]",[year],pubcount,sum,const,0.955375080765052
"[name, pubkey]","[""Yin Yang"", "" conf/sigmod""]",[year],pubcount,sum,const,0.934279075624251
"[name, pubkey]","[""Yin Yang"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Ying Zhang"", "" conf/icde""]",[year],pubcount,sum,const,0.962565773247296
"[name, pubkey]","[""Ying Zhang"", "" conf/sigmod""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Ying Zhang"", "" journals/pvldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yiping Ke"", "" conf/icde""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yiping Ke"", "" conf/kdd""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yiping Ke"", "" conf/sigmod""]",[year],pubcount,sum,const,0.778800783071405
"[name, pubkey]","[""Yiping Ke"", "" journals/vldb""]",[year],pubcount,sum,const,1
"[name, pubkey]","[""Yixin Chen"", "" conf/aaai""]",[year],pubcount,sum,const,0.896432373341911
