fixed,fixed_value,variable,in_a,agg,model,theta
"[name, year]","[""Jiawei Han"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jiawei Han"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jiawei Han"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jie Tang"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jie Tang"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jie Tang"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jieping Ye"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jieping Ye"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jieping Ye"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jieping Ye"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jieping Ye"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jieping Ye"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jieping Ye"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jieping Ye"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jignesh M. Patel"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jignesh M. Patel"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jignesh M. Patel"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jignesh M. Patel"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jignesh M. Patel"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jignesh M. Patel"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jignesh M. Patel"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jignesh M. Patel"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jimeng Sun"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jimeng Sun"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jimeng Sun"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jimeng Sun"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jingren Zhou"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jingren Zhou"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joelle Pineau"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joelle Pineau"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joelle Pineau"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Johannes Gehrke"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Johannes Gehrke"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Johannes Gehrke"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Johannes Gehrke"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Johannes Gehrke"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Johannes Gehrke"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Johannes Gehrke"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Johannes Gehrke"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Johannes Gehrke"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Johannes Gehrke"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""John D. Lafferty"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""John D. Lafferty"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""John D. Lafferty"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""John D. Lafferty"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""John Langford"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""John Langford"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""John Langford"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jonathan Goldstein"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jonathan Goldstein"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jonathan Schaeffer"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joseph M. Hellerstein"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joseph M. Hellerstein"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joseph M. Hellerstein"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joseph M. Hellerstein"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joseph M. Hellerstein"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joseph M. Hellerstein"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joseph M. Hellerstein"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joseph M. Hellerstein"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joshua B. Tenenbaum"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joshua B. Tenenbaum"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Joshua B. Tenenbaum"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Juliana Freire"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Juliana Freire"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Juliana Freire"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Juliana Freire"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Liu"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Liu"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Liu"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Liu"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Yang 0001"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Yang 0001"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Yang 0001"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Yang 0001"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Yang 0001"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Yang 0001"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Yang 0001"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Yang 0001"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Zhu"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Zhu"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Zhu"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Zhu"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jun Zhu"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jure Leskovec"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jure Leskovec"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jure Leskovec"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jure Leskovec"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Jure Leskovec"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Justin J. Levandoski"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Justin J. Levandoski"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Justin J. Levandoski"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Justin J. Levandoski"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""K. Sel+\\xbauk Candan"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""K. Sel+\\xbauk Candan"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""K. Sel+\\xbauk Candan"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""K. Sel+\\xbauk Candan"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""K. Sel+\\xbauk Candan"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kai Yu"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kai Yu"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kai Yu"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kai Yu"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kai Yu"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kai-Uwe Sattler"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kai-Uwe Sattler"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kaile Su"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kamesh Munagala"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kamesh Munagala"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kamesh Munagala"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kamesh Munagala"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Karl Aberer"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Karl Aberer"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Karl Aberer"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Karl Aberer"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kaushik Chakrabarti"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kaushik Chakrabarti"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kaushik Chakrabarti"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kaushik Chakrabarti"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ke Wang"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ke Wang"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ke Wang"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ke Yi"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ke Yi"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ke Yi"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ke Yi"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ke Yi"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenji Fukumizu"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenji Fukumizu"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenji Fukumizu"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenneth A. Ross"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenneth A. Ross"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenneth D. Forbus"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenneth D. Forbus"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenneth Salem"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenneth Salem"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenneth Salem"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kenneth Salem"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kevin Chen-Chuan Chang"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kevin Chen-Chuan Chang"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kevin Chen-Chuan Chang"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kevin Chen-Chuan Chang"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kevin S. Beyer"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kevin S. Beyer"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kevin S. Beyer"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kevin S. Beyer"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kian-Lee Tan"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kian-Lee Tan"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kian-Lee Tan"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kian-Lee Tan"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kian-Lee Tan"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kian-Lee Tan"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kian-Lee Tan"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kian-Lee Tan"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kian-Lee Tan"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kilian Q. Weinberger"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kilian Q. Weinberger"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kilian Q. Weinberger"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Klaus-Robert M++ller"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Klaus-Robert M++ller"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Koby Crammer"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Koby Crammer"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Koby Crammer"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Koby Crammer"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kristian Kersting"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kristian Kersting"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kyriakos Mouratidis"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kyriakos Mouratidis"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kyriakos Mouratidis"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kyriakos Mouratidis"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kyu-Young Whang"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kyu-Young Whang"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Kyu-Young Whang"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laks V. S. Lakshmanan"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laks V. S. Lakshmanan"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laks V. S. Lakshmanan"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laks V. S. Lakshmanan"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laks V. S. Lakshmanan"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laks V. S. Lakshmanan"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laura Chiticariu"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laura Chiticariu"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laura Chiticariu"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laura M. Haas"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Laura M. Haas"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence Carin"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence Carin"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence Carin"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence Carin"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence Carin"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence Carin"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence Carin"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence K. Saul"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence K. Saul"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence K. Saul"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lawrence K. Saul"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Le Song"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Le Song"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Le Song"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Chen 0002"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Chen 0002"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Chen 0002"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Chen 0002"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Chen 0002"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Chen 0002"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Chen 0002"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Chen 0002"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Li"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Li"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Li"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lei Li"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Leonid Libkin"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lin Qiao"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ling Liu"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ling Liu"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ling Liu"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Ling Liu"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lirong Xia"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lirong Xia"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lise Getoor"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lise Getoor"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lise Getoor"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lise Getoor"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lise Getoor"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lise Getoor"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lise Getoor"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lizhu Zhou"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lizhu Zhou"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lizhu Zhou"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lizhu Zhou"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lizhu Zhou"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lu Qin"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lu Qin"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lu Qin"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lu Qin"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Luc De Raedt"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Luc De Raedt"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lucian Popa"", 2004.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lucian Popa"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lucian Popa"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lucian Popa"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lucian Popa"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Lucian Popa"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""M. Tamer +\\xfbzsu"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""M. Tamer +\\xfbzsu"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""M. Tamer +\\xfbzsu"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Magdalena Balazinska"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Magdalena Balazinska"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Magdalena Balazinska"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Magdalena Balazinska"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Magdalena Balazinska"", 2012.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Magdalena Balazinska"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Makoto Yokoo"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Mal+\\xa6 Castellanos"", 2007.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Mal+\\xa6 Castellanos"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Mal+\\xa6 Castellanos"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Mal+\\xa6 Castellanos"", 2011.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Mal+\\xa6 Castellanos"", 2013.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Man Lung Yiu"", 2005.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Man Lung Yiu"", 2006.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Man Lung Yiu"", 2008.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Man Lung Yiu"", 2009.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Man Lung Yiu"", 2010.0]",[pubkey],pubcount,count,const,1
"[name, year]","[""Man Lung Yiu"", 2012.0]",[pubkey],pubcount,count,const,1
